"block_name","function","module","review_flag"
"plain_variable","","Variables","True"
"reset_variable","Reset the value of a variable to its initial value.","Variables","False"
"set_variable","Assigns a value to a variable with the selected operator.","Variables","False"
"swap_variables","Swap the values of two variables.","Variables","False"
"time_sleep","Pauses the program for the specified amount of time (in seconds).","Variables","False"
"user_input","Prompts the user for input using the specified text.","Variables","False"
"variable_container","","Variables","True"
"variable_scope","Define the scope of a variable (local or global).","Variables","False"
"df_duplicate","Duplicate the DataFrame.","Visualization","False"
"df_plot","Plot the DataFrame.","Visualization","False"
"mappable_object","Provide a mappable object for the colorbar","Visualization","False"
"matplotlib_add_colorbar","Add a colorbar to the plot","Visualization","False"
"matplotlib_add_grid","Add grid lines to the plot","Visualization","False"
"matplotlib_add_legend","Add a legend to the matplotlib plot","Visualization","False"
"matplotlib_add_subtitle","Add a subtitle to the plot","Visualization","False"
"matplotlib_bar_plot","Plot a bar graph using matplotlib","Visualization","False"
"matplotlib_create_figure","Create a figure with a specific size","Visualization","False"
"matplotlib_create_subplot","Create a subplot with specified number of rows, columns, and index","Visualization","False"
"matplotlib_plot","Plot data using matplotlib","Visualization","False"
"matplotlib_plot_histogram","Plot a histogram using matplotlib","Visualization","False"
"matplotlib_plot_pie","Plot a pie chart using matplotlib","Visualization","False"
"matplotlib_plot_scatter","Plot a scatter plot using matplotlib","Visualization","False"
"matplotlib_show","Display the matplotlib plot","Visualization","False"
"matplotlib_show_plot","Show the matplotlib plot","Visualization","False"
"matplotlib_title","Set title for matplotlib plot","Visualization","False"
"matplotlib_xlabel","Set X label for matplotlib plot","Visualization","False"
"matplotlib_ylabel","Set Y label for matplotlib plot","Visualization","False"
"numpy_arange","Create an array with evenly spaced values using NumPy arange","Visualization","False"
"numpy_array","NumPy.array","Visualization","False"
"numpy_linspace","Create an array of evenly spaced values using NumPy linspace","Visualization","False"
"numpy_trigonometric","Apply trigonometric function from NumPy","Visualization","False"
