id,title,description,suiteId,moduleId,categoryId
media_img_save,save image %1 to path %2,Saves an image to a file path.,unassigned,media_perception,unassigned
media_img_to_bytes,get bytes of image %1,Converts an image to bytes.,unassigned,media_perception,unassigned
media_img_thumbnail,create thumbnail for image %1 with size %2,Creates a thumbnail for an image.,unassigned,media_perception,unassigned
media_img_convert_format,convert image %1 to format %2,Converts an image to a different format.,unassigned,media_perception,unassigned
media_img_detect_edges,detect edges in image %1,Detects edges in an image using the Canny algorithm.,unassigned,media_perception,unassigned
media_img_to_gray,convert image to grayscale %1,Converts an image to grayscale.,unassigned,media_perception,unassigned
media_ocr_extract_text,extract text from image %1,Extracts text from an image using OCR.,unassigned,media_perception,unassigned
media_face_detect,detect faces in image %1,Detects faces in an image. (Gated),unassigned,media_perception,unassigned
media_audio_load,load audio from path %1,Loads an audio file.,unassigned,media_perception,unassigned
media_audio_trim,trim audio %1 from %2 to %3,Trims an audio file.,unassigned,media_perception,unassigned
media_audio_save,save audio %1 to path %2,Saves an audio file.,unassigned,media_perception,unassigned
media_video_load,load video from path %1,Loads a video file.,unassigned,media_perception,unassigned
media_video_extract_frames,extract frames from video %1,Extracts frames from a video.,unassigned,media_perception,unassigned
matplotlib_plot,plot x %1 y %2,Plot y versus x as lines and/or markers.,matplotlib,matplotlib,cat_plotting
matplotlib_show,show plot,Display all open figures.,matplotlib,matplotlib,cat_plotting
matplotlib_title,set plot title to %1,Set a title for the axes.,matplotlib,matplotlib,cat_plotting
matplotlib_xlabel,set x-axis label to %1,Set the label for the x-axis.,matplotlib,matplotlib,cat_plotting
matplotlib_ylabel,set y-axis label to %1,Set the label for the y-axis.,matplotlib,matplotlib,cat_plotting
matplotlib_legend,show plot legend,Place a legend on the axes.,matplotlib,matplotlib,cat_plotting
matplotlib_scatter,scatter plot x %1 y %2,A scatter plot of y vs. x with varying marker size and/or color.,matplotlib,matplotlib,cat_plotting
matplotlib_bar,bar chart categories %1 values %2,Make a bar plot.,matplotlib,matplotlib,cat_plotting
matplotlib_hist,histogram of %1 bins %2,Plot a histogram.,matplotlib,matplotlib,cat_plotting
matplotlib_figure,create figure with size width %1 height %2,"Create a new figure, or activate an existing figure.",matplotlib,matplotlib,cat_plotting
matplotlib_subplot,create subplot at row %1 col %2 index %3,Add a subplot to the current figure.,matplotlib,matplotlib,cat_plotting
matplotlib_grid,show grid %1,Configure the grid lines.,matplotlib,matplotlib,cat_plotting
matplotlib_xlim,set x-axis limits from %1 to %2,Get or set the x-limits of the current axes.,matplotlib,matplotlib,cat_plotting
matplotlib_ylim,set y-axis limits from %1 to %2,Get or set the y-limits of the current axes.,matplotlib,matplotlib,cat_plotting
matplotlib_savefig,save figure to %1,Save the current figure.,matplotlib,matplotlib,cat_plotting
matplotlib_subplots,create subplots nrows %1 ncols %2,Create a figure and a set of subplots.,matplotlib,matplotlib,cat_plotting
matplotlib_pie,pie chart with values %1 labels %2,Plot a pie chart.,matplotlib,matplotlib,cat_plotting
matplotlib_imshow,show image %1,Display data as an image.,matplotlib,matplotlib,cat_plotting
matplotlib_tight_layout,apply tight layout,Adjust the padding between and around subplots.,matplotlib,matplotlib,cat_plotting
math_decimal,high-precision number %1,Creates a high-precision Decimal number from a string.,unassigned,math_numeric,unassigned
math_random_item,random item from list %1,Picks a random item from a list.,unassigned,math_numeric,unassigned
math_pi,pi,The constant value of pi (3.141...),unassigned,math_numeric,unassigned
math_sqrt,square root of %1,Calculates the square root of a number.,unassigned,math_numeric,unassigned
loops_for_each_safe,for each item %1 in list %2 with limit %3,A 'for each' loop with a safety limit on iterations. Default limit is 1000.,unassigned,loops_iteration,unassigned
loops_while_safe,while %1 with limit %2,A 'while' loop with a safety limit on iterations. Default limit is 1000.,unassigned,loops_iteration,unassigned
loops_enumerate,"for index %1 , item %2 in enumerate %3",Iterates over a list with both index and item.,unassigned,loops_iteration,unassigned
loops_zip,for %1 in zip of lists %2,Iterates over multiple lists at once. The input should be a list of lists.,unassigned,loops_iteration,unassigned
logging_log,log %1 with level %2,Logs a message with the specified level.,unassigned,logging_monitoring,unassigned
monitoring_metric_increment,increment metric %1 by %2,Increments a monitoring metric.,unassigned,logging_monitoring,unassigned
monitoring_trace_span,trace span named %1 do %2,Creates a monitoring trace span around a block of code.,unassigned,logging_monitoring,unassigned
lists_comprehension,list comprehension: %1 for %2 in %3 if %4,Creates a new list based on an existing list.,unassigned,lists_sequences,unassigned
json_loads,parse JSON string %1,Deserialize a JSON string to a Python object.,standard_library,json,cat_json
itertools_chain,chain iterables %1,Chains multiple iterables together into a single iterator.,standard_library,itertools,cat_itertools
itertools_permutations,permutations of %1 of length %2,Return successive r length permutations of elements in the iterable.,standard_library,itertools,cat_itertools
itertools_combinations,combinations of %1 of length %2,Return r length subsequences of elements from the input iterable.,standard_library,itertools,cat_itertools
itertools_product,cartesian product of iterables %1,Cartesian product of input iterables.,standard_library,itertools,cat_itertools
itertools_count,count from %1 with step %2,Creates an iterator that returns evenly spaced values starting with number start.,standard_library,itertools,cat_itertools
itertools_cycle,cycle through %1,"Creates an iterator returning elements from the iterable and saving a copy of each. When the iterable is exhausted, return elements from the saved copy. Repeats indefinitely.",standard_library,itertools,cat_itertools
itertools_repeat,repeat %1 %2 times,"Creates an iterator that returns object over and over again. If the times argument is specified, it will repeat that many times.",standard_library,itertools,cat_itertools
itertools_takewhile,take from %1 while %2 is true,Creates an iterator that returns elements from the iterable as long as the predicate is true.,standard_library,itertools,cat_itertools
itertools_dropwhile,drop from %1 while %2 is true,Creates an iterator that drops elements from the iterable as long as the predicate is true.,standard_library,itertools,cat_itertools
itertools_filterfalse,filter from %1 where %2 is false,Creates an iterator that filters elements from iterable returning only those for which the predicate is false.,standard_library,itertools,cat_itertools
iterators_yield,yield %1,Yields a value from a generator function.,control_computation,iterators_generators,cat_iterators_generators
iterators_yield_from,yield from %1,"Delegates to a sub-generator, yielding all of its values.",control_computation,iterators_generators,cat_iterators_generators
iterators_generator_function,define generator function %1 ( %2 ),Defines a generator function. Use the 'yield' block inside.,control_computation,iterators_generators,cat_iterators_generators
iterators_safe_next,next item from iterator %1 or default %2,"Gets the next item from an iterator, returning a default value if it is exhausted.",control_computation,iterators_generators,cat_iterators_generators
iterators_generator_expression,generator expression: %1 for %2 in %3 if %4,"Creates a generator expression, which can be iterated over.",control_computation,iterators_generators,cat_iterators_generators
io_bytes_from_text,bytes from text %1 encoding %2,Encodes a string into bytes.,io_formats,io_formats,cat_streams_bytes
io_text_from_bytes,text from bytes %1 encoding %2,Decodes bytes into a string.,io_formats,io_formats,cat_streams_bytes
io_stream_read_chunk,read chunk of size %1 from stream %2,Reads a chunk of bytes from a stream.,io_formats,io_formats,cat_streams_bytes
io_stream_write_chunk,write chunk %1 to stream %2,Writes a chunk of bytes to a stream.,io_formats,io_formats,cat_streams_bytes
io_serialize_json_safe,serialize to safe JSON %1,Serializes an object to a JSON string safely.,io_formats,io_formats,cat_serialization_safe
io_deserialize_json_safe,deserialize from safe JSON %1,Deserializes a JSON string safely.,io_formats,io_formats,cat_serialization_safe
io_serialize_msgpack,serialize to MessagePack %1,Serializes an object using MessagePack.,io_formats,io_formats,cat_serialization_safe
io_fs_read,read file at path %1,Reads the content of a file from the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_write,write to file at path %1 content %2,Writes content to a file in the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_append,append to file at path %1 content %2,Appends content to a file in the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_delete,delete file at path %1,Deletes a file from the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_exists,file exists at path %1,Checks if a file exists in the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_listdir,list directory at path %1,Lists the contents of a directory in the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_mkdir,create directory at path %1,Creates a directory in the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_tempfile,create temporary file,Creates a temporary file and returns its path.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_copy,copy file from %1 to %2,Copies a file in the virtual file system.,io_formats,io_formats,cat_file_virtual_fs_safe
io_fs_open,with open file at path %1 in mode %2 as %3,Opens a file with a given mode and provides a file object to work with.,io_formats,io_formats,cat_file_io
io_fs_file_mode,%1,Selects a file mode for opening a file.,io_formats,io_formats,cat_file_io
io_fs_read_lines,read lines from %1,Reads all lines from a file object and returns them as a list of strings.,io_formats,io_formats,cat_file_io
io_fs_write_lines,write lines %1 to %2,Writes a list of strings to a file object.,io_formats,io_formats,cat_file_io
io_json_load,load JSON from %1,Loads a JSON string or from a file path.,io_formats,io_formats,cat_json__csv__yaml
io_json_dump,dump object %1 to JSON string or file path %2 with indent %3 and sort keys %4,"Dumps an object to a JSON string or a file, with optional formatting.",io_formats,io_formats,cat_json__csv__yaml
io_csv_read,read CSV from path %1 with delimiter %2,Reads a CSV file into a list of dictionaries.,io_formats,io_formats,cat_json__csv__yaml
io_csv_write,write list of dictionaries %1 to CSV path %2 with delimiter %3,Writes a list of dictionaries to a CSV file.,io_formats,io_formats,cat_json__csv__yaml
io_yaml_load,load YAML from %1,Loads a YAML string or from a file path. (Gated),io_formats,io_formats,cat_json__csv__yaml
io_yaml_dump,dump object %1 to YAML string or file path %2,Dumps an object to a YAML string or a file. (Gated),io_formats,io_formats,cat_json__csv__yaml
net_ws_connect,connect to websocket at url %1 and store in %2,Connects to a websocket server and stores the connection.,unassigned,integration_networking,unassigned
net_ws_send,send to websocket %1 message %2,Sends a message to a websocket.,unassigned,integration_networking,unassigned
net_ws_receive,from websocket %1 receive message into %2,Receives a message from a websocket and stores it in a variable.,unassigned,integration_networking,unassigned
net_ws_close,close websocket connection %1,Closes a websocket connection.,unassigned,integration_networking,unassigned
net_http_auth_basic,HTTP basic auth with user %1 pass %2,Creates a basic HTTP authentication header.,unassigned,integration_networking,unassigned
net_http_auth_bearer,HTTP bearer auth with token %1,Creates a bearer token HTTP authentication header.,unassigned,integration_networking,unassigned
net_request_sign,sign request with key %1 data %2,"Signs a request (e.g., for an API).",unassigned,integration_networking,unassigned
net_multipart_upload,multipart upload with files %1 data %2,Constructs data for a multipart/form-data upload.,unassigned,integration_networking,unassigned
net_socket_connect,connect socket to host %1 port %2,Connects to a socket. (Admin gated),unassigned,integration_networking,unassigned
net_socket_send,send to socket %1 data %2,Sends data to a socket.,unassigned,integration_networking,unassigned
net_socket_receive,receive from socket %1 max bytes %2,Receives data from a socket.,unassigned,integration_networking,unassigned
net_socket_close,close socket connection %1,Closes a socket connection.,unassigned,integration_networking,unassigned
net_pubsub_publish,publish to channel %1 message %2,Publishes a message to a channel.,unassigned,integration_networking,unassigned
net_pubsub_subscribe,subscribe to channel %1 with callback %2,Subscribes to a channel with a callback function.,unassigned,integration_networking,unassigned
net_pubsub_unsubscribe,unsubscribe from channel %1,Unsubscribes from a channel.,unassigned,integration_networking,unassigned
net_http_get,HTTP GET url %1 params %2 headers %3,Performs an HTTP GET request.,unassigned,integration_networking,unassigned
net_http_post,HTTP POST url %1 headers %2 body %3,Performs an HTTP POST request.,unassigned,integration_networking,unassigned
net_http_json_get,HTTP GET JSON from url %1,Performs an HTTP GET request and parses the response as JSON.,unassigned,integration_networking,unassigned
net_http_json_post,HTTP POST JSON to url %1 with data %2,Performs an HTTP POST request with JSON data.,unassigned,integration_networking,unassigned
net_http_download_file,download file from url %1 to path %2,Downloads a file to the virtual file system.,unassigned,integration_networking,unassigned
net_http_with_retry,HTTP request %1 with retries %2 backoff factor %3,Wraps an HTTP request with a retry mechanism.,unassigned,integration_networking,unassigned
net_http_rate_limit,rate-limit HTTP requests to %1 per second,Rate-limits HTTP requests.,unassigned,integration_networking,unassigned
graphics_turtle_create,create turtle,Creates a new turtle object.,unassigned,graphics,unassigned
graphics_turtle_forward,move turtle %1 forward by %2 pixels,Moves the turtle forward by a given distance.,unassigned,graphics,unassigned
graphics_turtle_backward,move turtle %1 backward by %2 pixels,Moves the turtle backward by a given distance.,unassigned,graphics,unassigned
graphics_turtle_right,turn turtle %1 right by %2 degrees,Turns the turtle right by a given angle.,unassigned,graphics,unassigned
graphics_turtle_left,turn turtle %1 left by %2 degrees,Turns the turtle left by a given angle.,unassigned,graphics,unassigned
graphics_turtle_penup,lift pen of turtle %1,"Lifts the turtle's pen, so it doesn't draw.",unassigned,graphics,unassigned
graphics_turtle_pendown,lower pen of turtle %1,"Lowers the turtle's pen, so it draws.",unassigned,graphics,unassigned
graphics_turtle_done,finish turtle drawing,Finishes the turtle drawing and displays the result.,unassigned,graphics,unassigned
functions_lambda,lambda %1 : %2,Creates an anonymous lambda function.,unassigned,functions_callables,unassigned
functions_decorator,@ %1,Applies a decorator to a function definition.,unassigned,functions_callables,unassigned
functions_call_with_kwargs,call function %1 with args %2 and kwargs %3,Calls a function with positional and keyword arguments.,unassigned,functions_callables,unassigned
functions_callable,is %1 callable?,"Checks if an object is callable (e.g., a function).",control_computation,functions_callables,cat_functions_calls
filesystem_read_file,read file from path %1,Reads a file from the virtual filesystem.,unassigned,filesystem_io,unassigned
filesystem_write_file,write to file at path %1 content %2,Writes content to a file in the virtual filesystem.,unassigned,filesystem_io,unassigned
filesystem_list_dir,list directory at path %1,Lists the contents of a directory in the virtual filesystem.,unassigned,filesystem_io,unassigned
fastapi_create_app,create FastAPI app,Creates a FastAPI application instance.,web_server,fastapi,cat_fastapi
fastapi_post_endpoint,create FastAPI POST endpoint at %1,Creates a FastAPI POST endpoint with a Pydantic model for the request body.,web,fastapi,cat_fastapi
essentials_var_set,set %1 to %2,Sets a variable.,essentials,essentials,cat_variables_types
essentials_var_get,%1,Gets a variable.,essentials,essentials,cat_variables_types
essentials_var_undefined,undefined,The undefined value (None in Python).,essentials,essentials,cat_variables_types
essentials_is_instance,is %1 instance of %2,Checks if an object is an instance of a type.,essentials,essentials,cat_variables_types
essentials_type_of,type of %1,Returns the type of an object.,essentials,essentials,cat_variables_types
essentials_cast,cast %1 to %2,Casts a value to a different type.,essentials,essentials,cat_variables_types
essentials_default_if_none,%1 if not None else %2,Returns a default value if the first value is None.,essentials,essentials,cat_variables_types
essentials_type_as_string,type of %1 as string,Returns the type of an object as a string.,unassigned,essentials,unassigned
essentials_is_none,%1 is None,Checks if a value is None.,unassigned,essentials,unassigned
essentials_is_not_none,%1 is not None,Checks if a value is not None.,unassigned,essentials,unassigned
essentials_tuple_create,create tuple with %1,Creates a tuple with any number of items.,essentials,essentials,cat_tuples
essentials_tuple_from_list,tuple from list %1,Creates a tuple from a list.,essentials,essentials,cat_tuples
essentials_tuple_to_list,list from tuple %1,Creates a list from a tuple.,essentials,essentials,cat_tuples
essentials_tuple_unpack,unpack %1 into variables %2,Unpacks a tuple into variables.,essentials,essentials,cat_tuples
essentials_namedtuple_define,define named tuple %1 with fields %2,Defines a named tuple.,essentials,essentials,cat_tuples
essentials_dataclass_stub,define dataclass %1 with fields %2,Defines a dataclass.,essentials,essentials,cat_tuples
essentials_tuple_length,length of %1,Returns the number of items in a tuple.,unassigned,essentials,unassigned
essentials_tuple_get,get item at index %1 in %2,Gets an item from a tuple.,unassigned,essentials,unassigned
essentials_text_literal,%1,A string of text.,essentials,essentials,cat_text
essentials_text_empty,empty text,An empty string.,essentials,essentials,cat_text
essentials_text_concat,create text with %1,,essentials,essentials,cat_text
essentials_text_format_fstring,format f-string with template %1 and variables %2,Formats a string using an f-string-like template.,essentials,essentials,cat_text
essentials_text_len,length of %1,Returns the number of characters in a string.,essentials,essentials,cat_text
essentials_text_slice,slice of %1 from %2 to %3,Returns a slice of a string.,essentials,essentials,cat_text
essentials_text_substr,substring of %1 from %2 with length %3,Returns a substring of a string.,essentials,essentials,cat_text
essentials_text_index_of,index of %1 in %2,Returns the index of the first occurrence of a substring.,essentials,essentials,cat_text
essentials_text_contains,%1 contains %2,Returns true if the substring is found in the text.,essentials,essentials,cat_text
essentials_text_startswith,%1 starts with %2,Returns true if the text starts with the substring.,essentials,essentials,cat_text
essentials_text_endswith,%1 ends with %2,Returns true if the text ends with the substring.,essentials,essentials,cat_text
essentials_text_change_case,change case of %1 to %2,Changes the case of a string.,essentials,essentials,cat_text
essentials_text_strip,strip whitespace from %1,Removes leading and trailing whitespace.,essentials,essentials,cat_text
essentials_text_split,split %1 by %2,Splits a string into a list of strings.,essentials,essentials,cat_text
essentials_text_join,join %1 with %2,Joins a list of strings into a single string.,essentials,essentials,cat_text
essentials_text_replace,in %1 replace %2 with %3,Replaces all occurrences of a substring with another substring.,essentials,essentials,cat_text
essentials_text_escape_html,escape html %1,Escapes HTML special characters.,essentials,essentials,cat_text
essentials_text_unescape_html,unescape html %1,Unescapes HTML special characters.,essentials,essentials,cat_text
essentials_text_multiline,multi-line text %1,A multi-line string of text.,unassigned,essentials,unassigned
essentials_text_is_empty,is %1 empty,Checks if a string is empty.,unassigned,essentials,unassigned
essentials_set_create,create set with %1,Creates a set with any number of items.,essentials,essentials,cat_sets
essentials_set_add,add %1 to set %2,Adds an item to a set.,essentials,essentials,cat_sets
essentials_set_remove,remove %1 from set %2,Removes an item from a set.,essentials,essentials,cat_sets
essentials_set_union,union of %1 and %2,Returns the union of two sets.,essentials,essentials,cat_sets
essentials_set_intersection,intersection of %1 and %2,Returns the intersection of two sets.,essentials,essentials,cat_sets
essentials_set_difference,difference of %1 and %2,Returns the difference of two sets.,essentials,essentials,cat_sets
essentials_set_symmetric_difference,symmetric difference of %1 and %2,Returns the symmetric difference of two sets.,essentials,essentials,cat_sets
essentials_set_contains,%1 contains %2,Returns true if the item is in the set.,essentials,essentials,cat_sets
essentials_set_is_subset,%1 is subset of %2,Returns true if the first set is a subset of the second.,essentials,essentials,cat_sets
essentials_set_is_superset,%1 is superset of %2,Returns true if the first set is a superset of the second.,essentials,essentials,cat_sets
essentials_set_length,length of %1,Returns the number of items in a set.,unassigned,essentials,unassigned
essentials_num_literal,%1,A number.,essentials,essentials,cat_numbers
essentials_num_neg,- %1,Negates a number.,essentials,essentials,cat_numbers
essentials_num_abs,absolute of %1,Returns the absolute value of a number.,essentials,essentials,cat_numbers
essentials_num_round,round %1,Rounds a number to the nearest integer.,essentials,essentials,cat_numbers
essentials_num_clamp,clamp %1 between %2 and %3,Clamps a number between a minimum and maximum value.,essentials,essentials,cat_numbers
essentials_num_compare,%1 %2 %3,Compares two numbers.,essentials,essentials,cat_numbers
essentials_num_min,minimum of %1 and %2,Returns the smaller of two numbers.,essentials,essentials,cat_numbers
essentials_num_max,maximum of %1 and %2,Returns the larger of two numbers.,essentials,essentials,cat_numbers
essentials_num_rand_int,random integer from %1 to %2,Returns a random integer between two numbers.,essentials,essentials,cat_numbers
essentials_num_rand_float,random float,Returns a random float between 0 and 1.,essentials,essentials,cat_numbers
essentials_num_property,%1 is %2,Checks if a number has a certain property.,unassigned,essentials,unassigned
essentials_num_is_divisible_by,%1 is divisible by %2,Checks if a number is divisible by another.,unassigned,essentials,unassigned
essentials_function_def_container,parameters %1 %2,A container for function parameters.,unassigned,essentials,unassigned
essentials_function_def_param,parameter %1,A function parameter.,unassigned,essentials,unassigned
essentials_bool_true,True,The boolean value True.,essentials,essentials,cat_logic_booleans
essentials_bool_false,False,The boolean value False.,essentials,essentials,cat_logic_booleans
essentials_logic_and,%1 and %2,Returns true if both inputs are true.,essentials,essentials,cat_logic_booleans
essentials_logic_or,%1 or %2,Returns true if either input is true.,essentials,essentials,cat_logic_booleans
essentials_logic_not,not %1,Returns true if the input is false.,essentials,essentials,cat_logic_booleans
essentials_compare,%1 %2 %3,Compares two values.,essentials,essentials,cat_logic_booleans
essentials_in_operator,%1 in %2,Returns true if the first value is in the second.,essentials,essentials,cat_logic_booleans
essentials_not_in_operator,%1 not in %2,Returns true if the first value is not in the second.,essentials,essentials,cat_logic_booleans
essentials_ternary,%1 if %2 else %3,A ternary operator.,essentials,essentials,cat_logic_booleans
essentials_assert,assert %1 message %2,Asserts that a condition is true.,essentials,essentials,cat_logic_booleans
essentials_logic_is_truthy,%1 is truthy,Checks if a value is truthy (evaluates to True in a boolean context).,unassigned,essentials,unassigned
essentials_log_info,log info %1,Logs an informational message.,essentials,essentials,cat_logging_io_safe
essentials_log_warn,log warning %1,Logs a warning message.,essentials,essentials,cat_logging_io_safe
essentials_log_error,log error %1,Logs an error message.,essentials,essentials,cat_logging_io_safe
essentials_print_to_console,print to console %1,Prints a message to the console.,essentials,essentials,cat_logging_io_safe
essentials_safe_input,safe input with prompt %1,Safely gets input from the user.,essentials,essentials,cat_logging_io_safe
essentials_log_custom,log with level %1 message %2,Logs a message with a custom level.,unassigned,essentials,unassigned
essentials_list_create,create list with %1,Creates a list with any number of items.,essentials,essentials,cat_lists
essentials_list_from_range,list from range start %1 stop %2 step %3,Creates a list from a range of numbers.,essentials,essentials,cat_lists
essentials_list_length,length of %1,Returns the number of items in a list.,essentials,essentials,cat_lists
essentials_list_get,get item at index %1 in %2,Gets an item from a list.,essentials,essentials,cat_lists
essentials_list_set,set item at index %1 in %2 to %3,Sets an item in a list.,essentials,essentials,cat_lists
essentials_list_index_of,index of first %1 in %2,Returns the index of the first occurrence of an item in a list.,essentials,essentials,cat_lists
essentials_list_slice,slice of %1 from %2 to %3,Returns a slice of a list.,essentials,essentials,cat_lists
essentials_list_sort,sort %1 with key %2 reverse %3,Sorts a list.,essentials,essentials,cat_lists
essentials_list_reverse,reverse %1,Reverses a list.,essentials,essentials,cat_lists
essentials_list_map,map %1 over %2,Applies a function to each item in a list.,essentials,essentials,cat_lists
essentials_list_filter,filter %1 with %2,Filters a list using a function.,essentials,essentials,cat_lists
essentials_list_reduce,reduce %1 with %2 initial value %3,Reduces a list to a single value using a function.,essentials,essentials,cat_lists
essentials_list_flatten,flatten %1,Flattens a list of lists into a single list.,essentials,essentials,cat_lists
essentials_list_unique,unique items in %1,Returns a list with unique items.,essentials,essentials,cat_lists
essentials_list_chunk,chunk %1 into lists of size %2,Chunks a list into smaller lists of a given size.,essentials,essentials,cat_lists
essentials_list_enumerate,enumerate %1,"Returns a list of (index, item) tuples.",essentials,essentials,cat_lists
essentials_list_is_empty,is %1 empty,Checks if a list is empty.,unassigned,essentials,unassigned
essentials_list_statements,in list %1 %2 item %3 at index %4,"Append, insert, or remove an item from a list.",essentials,essentials,cat_lists
essentials_list_expressions,in list %1 pop item at index %2,Pops an item from a list at the specified index.,essentials,essentials,cat_lists
essentials_dict_create,create dictionary with %1,Creates a dictionary with any number of key-value pairs.,essentials,essentials,cat_dictionaries
essentials_dict_update,update %1 with %2,Updates a dictionary with another dictionary.,essentials,essentials,cat_dictionaries
essentials_dict_merge_shallow,merge shallow %1 and %2,Merges two dictionaries shallowly.,essentials,essentials,cat_dictionaries
essentials_dict_deep_merge,merge deep %1 and %2,Merges two dictionaries deeply.,essentials,essentials,cat_dictionaries
essentials_dict_get_nested,in dictionary %1 get nested path %2 with default %3,Gets a nested value from a dictionary using a path.,essentials,essentials,cat_dictionaries
essentials_registry_register,in registry %1 register key %2 with value %3,Registers a value in a registry.,essentials,essentials,cat_dictionaries
essentials_registry_call,in registry %1 call key %2 with args %3 kwargs %4,Calls a function from a registry.,essentials,essentials,cat_dictionaries
essentials_dict_has_key,dictionary %1 has key %2,Checks if a dictionary has a key.,unassigned,essentials,unassigned
essentials_dict_statements,in dictionary %1 set key %2 to value %3,Set a key-value pair in a dictionary.,essentials,essentials,cat_dictionaries
essentials_dict_expressions,in dictionary %1 %2 key %3,"Get, pop, or retrieve keys/values/items from a dictionary.",essentials,essentials,cat_dictionaries
essentials_num_arithmetic,%1 %2 %3,,essentials,essentials,cat_numbers
essentials_function_def,define function %1 ( %2 ),Defines a function with parameters.,control_computation,essentials,cat_functions_calls
enterprise_ros_init_node,init ROS node %1,Initializes a ROS node. (Admin gated),unassigned,enterprise_specialty,unassigned
enterprise_ros_publish,ROS publish to topic %1 message %2,Publishes a message to a ROS topic.,unassigned,enterprise_specialty,unassigned
enterprise_quant_backtest_strategy,backtest strategy %1 with data %2,Backtests a quantitative trading strategy. (Admin gated),unassigned,enterprise_specialty,unassigned
enterprise_quant_get_price_series,get price series for %1,Gets a price series for a financial instrument.,unassigned,enterprise_specialty,unassigned
enterprise_odoo_connect,connect to Odoo,Connects to an Odoo instance. (Admin gated),unassigned,enterprise_specialty,unassigned
enterprise_odoo_search_create,in Odoo connection %1 search/create %2 with data %3,Searches for or creates a record in Odoo.,unassigned,enterprise_specialty,unassigned
dicts_create_with_item,key %1 value %2,A key-value pair for a dictionary.,unassigned,dicts_maps,unassigned
dicts_register_handler,in registry %1 register handler %2 for key %3,A pattern for registering a function (handler) in a dictionary.,unassigned,dicts_maps,unassigned
dicts_copy,copy dictionary %1,Returns a shallow copy of a dictionary.,unassigned,dicts_maps,unassigned
dicts_fromkeys,create dictionary from keys %1 with value %2,Creates a new dictionary with keys from a sequence and a specified value.,unassigned,dicts_maps,unassigned
dicts_popitem,pop item from dictionary %1,"Removes and returns an arbitrary (key, value) pair from the dictionary.",unassigned,dicts_maps,unassigned
datetime_now,current date and time,Gets the current date and time.,standard_library,datetime,cat_datetime
datetime_date,date year %1 month %2 day %3,Creates a date object.,standard_library,datetime,cat_datetime
datetime_time,time hour %1 minute %2 second %3,Creates a time object.,standard_library,datetime,cat_datetime
datetime_datetime,datetime year %1 month %2 day %3 hour %4 minute %5 second %6,Creates a datetime object.,standard_library,datetime,cat_datetime
datetime_timedelta,timedelta days %1 seconds %2 microseconds %3 milliseconds %4 minutes %5 hours %6 weeks %7,Creates a timedelta object.,standard_library,datetime,cat_datetime
datetime_strftime,format %1 with %2,Formats a datetime object to a string.,standard_library,datetime,cat_datetime
datetime_strptime,parse %1 with %2,Parses a string into a datetime object.,standard_library,datetime,cat_datetime
datetime_fromtimestamp,datetime from timestamp %1,Creates a datetime object from a Unix timestamp.,standard_library,datetime,cat_datetime
datetime_timestamp,timestamp from %1,Converts a datetime object to a Unix timestamp.,standard_library,datetime,cat_datetime
datetime_getattr,get %1 from %2,Gets a specific attribute from a datetime object.,standard_library,datetime,cat_datetime
datetime_timezone,timezone UTC offset %1,Creates a timezone object with a UTC offset in hours.,standard_library,datetime,cat_datetime
datetime_astimezone,convert %1 to timezone %2,Converts a datetime object to a specific timezone.,standard_library,datetime,cat_datetime
db_execute,DB execute %1 with params %2,"Executes a query (e.g., CREATE, INSERT, UPDATE, DELETE) against the sandboxed database.",unassigned,databases_persistence,unassigned
db_query_all,DB query all %1 with params %2,Executes a SELECT query and returns all rows as a list of dictionaries.,unassigned,databases_persistence,unassigned
data_structures_seq_concat,concatenate sequences %1 and %2,Concatenates two sequences (lists or tuples).,data_structures,data_structures,cat_sequences
data_structures_seq_repeat,repeat sequence %1 %2 times,Repeats a sequence a number of times.,data_structures,data_structures,cat_sequences
data_structures_seq_slice_step,slice of %1 from %2 to %3 with step %4,Creates a slice with a custom step.,data_structures,data_structures,cat_sequences
data_structures_seq_sorted_by,sort %1 by key %2,Sorts a sequence using a key function.,data_structures,data_structures,cat_sequences
data_structures_seq_zip,zip sequences %1,Zips multiple sequences together.,data_structures,data_structures,cat_sequences
data_structures_seq_transpose,transpose %1,Transposes a list of lists (matrix).,data_structures,data_structures,cat_sequences
data_structures_seq_chunk,chunk %1 into size %2,Splits a sequence into chunks of a given size.,data_structures,data_structures,cat_sequences
data_structures_seq_window,sliding window over %1 size %2 step %3,Creates a sliding window over a sequence.,data_structures,data_structures,cat_sequences
data_structures_registry_create,create registry named %1,"Creates a new, empty registry (a dictionary).",data_structures,data_structures,cat_registry_plugin_patterns
data_structures_registry_register,in registry %1 register key %2 with function %3,Registers a function in a registry.,data_structures,data_structures,cat_registry_plugin_patterns
